Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.899188833,0.049397278,2.233954468,6.10430603,6.500426506
0.909135833,0.267793121,2.079625397,6.132297821,6.480866571
0.919083833,1.035845947,2.255359955,6.287525024,6.759629893
0.929030833,2.839295654,2.807561646,8.646170197,9.523668478
0.938977833,1.617386627,3.14870224,8.19994812,8.931372485
0.948925833,-0.112116852,3.075654144,5.635480957,6.421126398
0.958872833,1.282982025,3.108585663,6.598278809,7.405851128
0.968820833,0.701890411,2.833457794,8.030201111,8.544311739
0.978767833,1.509910126,2.837649078,8.461304626,9.051284818
0.988714834,3.607498169,3.38386322,10.85752167,11.93106659
0.998662833,4.944068756,4.17257309,13.24296112,14.73873133
1.008609833,5.872887268,4.944068756,13.96341293,15.93460139
1.018556834,4.870721283,5.80358139,14.62099548,16.46751322
1.028504833,2.561174011,6.379882965,15.69276672,17.13258435
1.038451833,0.602347412,7.122638397,15.79425568,17.33647347
1.048398833,0.210761719,8.45621521,14.29856598,16.61327738
1.058346833,1.079854431,10.17000137,12.28136078,15.98207859
1.068293833,1.814376984,12.27657074,10.34274216,16.15482802
1.078241833,2.292482758,14.63162338,8.65979187,17.15610315
1.088188833,2.573448486,16.60332321,7.628885651,18.45244903
1.098135833,3.508254547,17.69111115,7.887697449,19.68499516
1.108083833,5.126539307,17.41807892,9.059909821,20.29169398
1.118030833,6.140979767,16.08270584,9.176367645,19.50822347
1.127977833,5.813161469,14.61785202,7.725883942,17.52608703
1.137925833,5.101241913,13.2020961,5.126988373,15.05337239
1.147872833,4.677473145,11.80220718,2.369722137,12.91458216
1.157819833,4.596790924,10.5425766,-0.141156464,11.50201431
1.167767833,4.682562561,9.367520142,-2.386038208,10.74104297
1.177714833,4.395160217,8.07241333,-4.046684875,10.04275604
1.187662833,4.064946899,6.753056946,-5.557642822,9.644426637
1.197609833,3.757037201,5.704038391,-7.180118866,9.909868285
1.207556834,3.301534424,5.086422729,-7.91329422,9.969556216
1.217504833,2.802172852,4.990621948,-7.084617462,9.107704689
1.227451833,2.490670624,4.992867279,-5.06995697,7.539007063
1.237398834,2.405048676,4.64409256,-2.79304184,5.928991276
1.247346833,1.842518463,3.891607361,-1.08000412,4.439131789
1.257293833,1.038091278,2.79528717,-0.494571533,3.022559324
1.267240833,0.126486969,1.86512146,-0.333057404,1.898842871
1.277188833,-0.760119324,1.40991806,-0.490529938,1.675192509
1.287135833,-1.589544525,0.947529602,-0.758472748,1.999936262
1.297083833,-2.245480499,0.364641724,-0.826281738,2.420307371
1.307030833,-2.125579834,-0.127684479,-0.523461456,2.192807528
1.316977833,-1.459165649,-0.247884521,-0.079634399,1.482212119
1.326925833,-0.578696594,-0.144299927,0.66461792,0.892988912
1.336872833,0.320184174,-0.113014984,1.502725067,1.540607971
1.346819833,1.075962524,-0.349972229,1.953737183,2.257712314
1.356767583,1.622176666,-0.785865784,2.22437439,2.863020012
1.366714583,1.981279907,-1.147364044,2.476450195,3.372642864
1.376661583,2.155966644,-1.452878723,2.586321716,3.667166314
1.386609583,1.967508545,-1.907782745,2.048490143,3.421554726
1.396556583,0.993334351,-2.102827148,0.863703918,2.48084252
1.406504583,-0.479602661,-1.704355774,-0.381556549,1.811196488
1.416451583,-1.403032379,-0.875379639,-1.038690033,1.952861069
1.426398583,-1.402733002,0.373473358,-0.909808044,1.713152912
1.436346583,-1.475631409,2.20207077,-0.47032196,2.692175046
1.446293583,-2.24772583,4.725523224,-0.036823425,5.23299122
1.456240583,-3.57576416,8.113577728,-0.349223785,8.873454239
1.466188583,-5.664819946,11.44849274,-0.916244659,12.80615771
1.476135583,-7.460934906,15.25372971,-0.111967163,16.98099986
1.486082583,-6.18394043,20.74101883,3.342549133,21.89985425
1.496030584,-3.346590729,25.47552338,8.395291901,27.03114661
1.505977583,0.648301849,28.83663391,14.13809967,32.12254057
1.515925583,6.278992767,31.58222443,19.66370911,37.72961841
1.525872584,10.21580612,33.31038071,21.73779602,41.06672538
1.535819583,11.72406967,32.87373871,19.51596634,39.98761619
1.545767583,11.31826355,31.57009964,15.45326477,36.92665261
1.555714583,10.78162949,29.26594116,11.55013138,33.25874894
1.565661583,9.261390839,26.18474854,8.035589905,28.91340729
1.575609583,7.341632996,22.93440765,5.306764526,24.65863701
1.585556583,4.825814667,19.93644196,3.248544617,20.76784166
1.595503583,2.835703125,17.2378537,1.88263504,17.57068943
1.605451583,1.476379852,14.37835007,1.056802368,14.49253185
1.615398583,0.069754944,11.52663025,0.720451813,11.54933424
1.625346583,-1.28477829,9.117090912,1.00036972,9.261357434
1.635293583,-1.839973755,7.160210266,1.545236664,7.552606889
1.645240583,-1.743125153,5.483546906,1.856439514,6.046001954
1.655188583,-1.337917786,4.167184296,1.994751892,4.809832021
1.665135583,-0.674647064,3.060535583,2.336341553,3.909030387
1.675082583,0.116158447,2.018103333,2.368973694,3.114204587
1.685030583,0.659079437,1.139280853,1.85688858,2.276045203
1.694977583,1.162482605,0.306412811,1.08584198,1.619971427
1.704924583,2.067949677,-0.443827057,0.266894989,2.131814076
1.714872583,2.661016388,-1.018781433,-0.743803253,2.944854344
1.724819583,2.523751831,-1.567390594,-1.754950562,3.450490987
1.734767583,2.368824005,-2.243684235,-2.508184204,4.11538991
1.744714584,2.623743896,-2.862946472,-2.758613434,4.763448605
1.754661583,2.967878265,-3.42712326,-2.736309814,5.295362749
1.764609583,3.067570953,-4.035009155,-2.421364746,5.617321218
1.774556583,2.98838562,-4.763693848,-1.392703857,5.793345469
1.784503583,2.651286621,-5.594466248,-0.443527679,6.206777759
1.794451583,1.942660217,-6.006708984,-0.326171722,6.321461029
1.804398583,0.904119873,-5.7848703,-1.010398865,5.941638074
1.814346583,0.170046387,-5.2115625,-2.212099915,5.664157969
1.824293583,-0.284558258,-4.26493103,-3.74072113,5.680106044
1.834240583,-0.504900055,-2.83749939,-5.144801331,5.897059232
1.844188583,-0.746647339,-1.202599182,-5.630840607,5.806039354
1.854135583,-1.66034729,0.798739014,-4.946912842,5.278890395
1.864082583,-2.928360443,3.165617065,-4.105512543,5.95412962
1.874030583,-3.829037476,6.891968079,-2.698887634,8.333351454
1.883977583,-3.051853638,12.01805832,-0.109123077,12.39997759
1.893924583,-1.509910126,17.70218811,3.537443848,18.11520912
1.903872583,0.079784088,23.21971436,8.372838593,24.68331271
1.913819583,2.343227234,26.80460953,15.11900986,30.86360745
1.923767583,3.991599426,28.33487732,20.98785553,35.4864512
1.933714583,3.204685822,28.90818512,23.09053299,37.13658428
1.943661583,0.962348785,29.13107162,22.14914063,36.60778441
1.953609583,-0.457748108,28.54459122,21.49320465,35.73459203
1.963556584,-0.504001923,26.79622696,21.65756287,34.45782678
1.973503583,0.189655609,24.11021255,21.33737869,32.19661548
1.983451583,0.597257996,21.10850464,19.61431183,28.82094575
1.993398583,0.181871796,17.72344391,16.47324371,24.19754739
2.003345583,-0.776734772,14.7269751,12.82038986,19.54097
2.013293583,-2.145638123,12.32042953,9.340276794,15.60889226
