"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.060458583E0,-1.739083557E0,-1.395158752E1,-5.670208740E-1,1.407098855E1
2.070461583E0,-2.271975403E0,-1.448717377E1,2.814147949E-2,1.466427182E1
2.080464583E0,-2.486629028E0,-1.482951187E1,-9.630972290E-1,1.506735884E1
2.090467583E0,-2.096240845E0,-1.513981659E1,-2.546055450E0,1.549485948E1
2.100470583E0,-2.053429871E0,-1.585158646E1,-3.353177032E0,1.633196754E1
2.110473583E0,-2.967878265E0,-1.617596191E1,-1.861528931E0,1.655099197E1
2.120476583E0,-4.088747406E0,-1.664882858E1,5.981561279E-1,1.715398319E1
2.130479583E0,-5.245392151E0,-1.879072449E1,2.092348938E0,1.962099359E1
2.140481583E0,-6.426136780E0,-2.254746231E1,3.092119904E0,2.364835081E1
2.150484583E0,-7.310048676E0,-2.642484924E1,4.114044800E0,2.772426435E1
2.160487583E0,-7.548951874E0,-2.896371964E1,4.352798309E0,3.024616641E1
2.170490583E0,-7.402107239E0,-2.855866196E1,3.525917816E0,2.971229477E1
2.180493583E0,-6.378386078E0,-2.410048279E1,2.105072479E0,2.501896100E1
2.190496583E0,-5.146896973E0,-1.995679962E1,5.812413025E-1,2.061800769E1
2.200499583E0,-4.587061157E0,-1.744053223E1,-1.576970673E0,1.810248963E1
2.210502583E0,-3.965703278E0,-1.554652084E1,-4.189188538E0,1.658223186E1
2.220505583E0,-2.813549194E0,-1.411205383E1,-6.489155731E0,1.578528633E1
2.230508583E0,-1.191222839E0,-1.280377441E1,-7.541916504E0,1.490758718E1
2.240511583E0,-3.692820740E-1,-1.134460876E1,-7.225474548E0,1.345525918E1
2.250514583E0,-2.650987244E-1,-9.613309021E0,-6.164780273E0,1.142324400E1
2.260517583E0,-5.388793945E-3,-7.562573547E0,-5.715714111E0,9.479553550E0
2.270520583E0,3.350033569E-1,-5.281018066E0,-6.054010620E0,8.040673085E0
2.280523583E0,5.736071777E-1,-3.117117920E0,-6.639143829E0,7.356879781E0
2.290526583E0,5.766009521E-1,-1.408570862E0,-6.777605896E0,6.946400666E0
2.300529583E0,3.845503235E-1,-1.856140137E-1,-5.926326141E0,5.941689410E0
2.310531583E0,3.457809448E-1,3.637435913E-1,-4.077969818E0,4.108736022E0
2.320534583E0,4.873864746E-1,7.280859375E-1,-2.129920807E0,2.303088655E0
2.330537583E0,5.023553467E-1,1.107846222E0,-3.339555359E-1,1.261431903E0
2.340540583E0,7.304809570E-1,1.433568878E0,1.399140472E0,2.132209234E0
2.350543583E0,1.461261292E0,1.536105652E0,2.938389587E0,3.623401510E0
2.360546583E0,1.765428772E0,1.369651794E0,3.397484894E0,4.066397471E0
2.370549583E0,1.504521332E0,1.204994202E0,2.589764557E0,3.228385963E0
2.380552583E0,1.121018829E0,1.084644470E0,1.784888306E0,2.370435215E0
2.390555583E0,8.587641907E-1,9.487271118E-1,1.328337708E0,1.844462017E0
2.400558583E0,7.113208008E-1,8.608598328E-1,9.580078125E-1,1.471338133E0
2.410561583E0,6.289920044E-1,8.111631775E-1,8.551716614E-1,1.336014675E0
2.420564583E0,6.298901367E-1,7.812254333E-1,1.001866608E0,1.418030839E0
2.430567583E0,6.343807983E-1,6.945556641E-1,1.146765289E0,1.483211784E0
2.440570583E0,5.266049194E-1,6.331832886E-1,1.369352417E0,1.597923609E0
2.450573583E0,4.255650330E-1,6.185137939E-1,1.752405853E0,1.906460381E0
2.460576583E0,3.956272888E-1,6.137237549E-1,1.984872437E0,2.114922313E0
2.470578583E0,4.394860840E-1,6.409671021E-1,1.909429321E0,2.061530300E0
2.480581583E0,4.508624268E-1,6.405180359E-1,1.631756744E0,1.810019435E0
2.490584583E0,3.725752258E-1,5.917195129E-1,1.323697357E0,1.497036731E0
2.500587583E0,1.067280579E-1,3.849993896E-1,8.601113892E-1,9.483707134E-1
2.510590583E0,7.274871826E-2,4.969665527E-2,4.167333984E-1,4.259446665E-1
2.520593583E0,2.757266235E-1,-2.716850281E-1,1.480421448E-1,4.144326267E-1
2.530596583E0,4.751119995E-1,-3.999682617E-1,2.902464294E-1,6.855282724E-1
2.540599583E0,7.122189331E-1,-6.905140686E-1,8.388555908E-1,1.299132091E0
2.550602583E0,1.203048248E0,-1.445244598E0,1.879491577E0,2.658673659E0
2.560605583E0,9.737251282E-1,-8.347391510E0,3.714226227E0,9.188175124E0
2.570608583E0,-6.788682861E0,-3.287763062E1,7.548652496E0,3.440940227E1
2.580611583E0,-1.284838165E1,-6.210360489E1,1.674687469E1,6.559265556E1
2.590614583E0,-1.393856461E1,-7.770655838E1,9.485025787E0,7.951451762E1
2.600617583E0,-5.425018616E0,-7.522950943E1,-2.089265350E1,7.826501700E1
2.610620583E0,3.529809723E0,-5.046964783E1,-4.556644409E1,6.808777964E1
2.620623583E0,-3.201093292E0,-2.489817398E1,-1.644420410E1,3.000963036E1
2.630626583E0,-4.644541626E0,-1.694072159E1,3.922892303E0,1.799858047E1
2.640628583E0,-4.623285828E0,-1.077444443E1,9.501491547E0,1.509111547E1
2.650631583E0,-4.882846069E0,-5.948031006E0,1.037552399E1,1.291792385E1
2.660634583E0,-4.502636719E0,-2.631378021E0,8.581055603E0,1.004153390E1
2.670637583E0,-3.891307983E0,-3.969744873E-1,6.137836304E0,7.278248488E0
2.680640583E0,-2.997666321E0,4.330494690E-1,3.935316467E0,4.965908871E0
2.690643583E0,-1.920506287E0,9.460327148E-1,2.556234283E0,3.334314923E0
2.700646583E0,-1.322200470E0,1.204096069E0,1.681154022E0,2.454453152E0
2.710649583E0,-1.007854156E0,1.153650970E0,7.978408813E-1,1.727203125E0
2.720652583E0,-8.304730225E-1,1.068927155E0,1.532812500E-1,1.362272309E0
2.730655583E0,-7.297325134E-1,1.110540619E0,-1.504371643E-1,1.337326193E0
2.740658583E0,-5.995033264E-1,1.249302063E0,-2.827619934E-1,1.414253947E0
2.750661583E0,-3.944297791E-1,1.029259644E0,-1.999841309E-1,1.120242794E0
2.760664583E0,-3.586541748E-1,1.769320679E-1,-1.860630798E-1,4.410864353E-1
2.770667583E0,-5.204676819E-1,-4.382885742E-1,-1.197509766E-2,6.805342645E-1
2.780670583E0,-6.390211487E-1,-7.491920471E-1,3.197351074E-1,1.035310239E0
2.790673583E0,-1.109193420E0,-1.917512512E0,4.254153442E-1,2.255691134E0
2.800675583E0,-2.302062836E0,-5.656138000E0,3.366499329E-1,6.115940120E0
2.810678583E0,-3.310665436E0,-1.066547104E1,4.161346436E-2,1.116756508E1
2.820681583E0,-4.092639313E0,-1.585547836E1,7.140151978E-2,1.637531645E1
2.830684583E0,-5.109774170E0,-2.123424316E1,6.993457031E-1,2.185158940E1
2.840687583E0,-5.605692902E0,-2.516911057E1,1.470841370E0,2.582772336E1
2.850690583E0,-4.874463501E0,-2.600227798E1,1.124461670E0,2.647911005E1
2.860693583E0,-2.913990326E0,-2.174363388E1,-1.148561554E0,2.196807109E1
2.870696583E0,-1.481918335E0,-1.537243286E1,-3.364253998E0,1.580588432E1
2.880699583E0,-8.849597168E-1,-1.172736282E1,-3.768563232E0,1.234974742E1
2.890702583E0,-6.358776855E-1,-9.548493805E0,-2.723735962E0,9.949714165E0
2.900705583E0,-7.077282715E-1,-8.051756287E0,-1.243613892E0,8.177911354E0
2.910708583E0,-1.088087311E0,-7.126530304E0,4.939727783E-2,7.209286252E0
2.920711583E0,-1.499282227E0,-6.598278809E0,9.939331055E-1,6.839081331E0
2.930714583E0,-1.727707214E0,-6.355334015E0,1.635648651E0,6.786058441E0
2.940717833E0,-1.720073090E0,-6.311924286E0,1.944755859E0,6.825035896E0
2.950720833E0,-1.561552734E0,-6.679859161E0,1.930535431E0,7.126424939E0
2.960722833E0,-1.350042572E0,-7.493417358E0,1.725461884E0,7.807120940E0
2.970725833E0,-9.536668396E-1,-8.515641632E0,1.457968140E0,8.692025307E0
2.980728833E0,-3.384461975E-1,-9.589059448E0,1.042432251E0,9.651490658E0
2.990731833E0,3.302133179E-1,-1.044318329E1,3.423381042E-1,1.045400944E1
3.000734833E0,1.046174469E0,-1.096365097E1,-7.244934082E-1,1.103725574E1
3.010737833E0,1.824855194E0,-1.101933517E1,-2.245031433E0,1.139280520E1
3.020740833E0,2.774181061E0,-1.066487228E1,-4.473297729E0,1.189310615E1
3.030743833E0,3.563190308E0,-1.001207977E1,-6.938521271E0,1.269177466E1
3.040746833E0,3.741319885E0,-9.120234375E0,-8.295898590E0,1.288402433E1
3.050749833E0,3.131188660E0,-8.420738983E0,-7.560777283E0,1.174216933E1
3.060752833E0,1.808090057E0,-8.023165741E0,-5.068759460E0,9.660885085E0
3.070755833E0,4.715194702E-2,-7.815397797E0,-1.961520996E0,8.057929675E0
3.080758833E0,-1.831591187E0,-7.554041290E0,6.379733276E-1,7.799056100E0
3.090761833E0,-3.268602905E0,-7.075187073E0,2.686313782E0,8.243683570E0
