"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.188349667E0,-1.592238922E0,1.424587555E0,8.917256470E0,9.169631259E0
2.198297667E0,-1.678908691E0,1.328786774E0,8.945847015E0,9.198510070E0
2.208244667E0,-1.745370483E0,1.266366577E0,9.087003479E0,9.339359435E0
2.218192667E0,-1.767973480E0,1.223256226E0,9.298214264E0,9.543525267E0
2.228140667E0,-1.711840210E0,1.133742371E0,9.494456177E0,9.713931581E0
2.238087667E0,-1.637744293E0,1.050665131E0,9.661359100E0,9.855352011E0
2.248035667E0,-1.568588104E0,1.014889526E0,9.777816925E0,9.954706084E0
2.257983667E0,-1.535357208E0,9.806108093E-1,9.808503113E0,9.976254439E0
2.267931667E0,-1.590742035E0,9.406439209E-1,9.761351166E0,9.934749508E0
2.277878667E0,-1.655108185E0,8.954379272E-1,9.687704315E0,9.868779412E0
2.287826667E0,-1.712289276E0,8.541238403E-1,9.639354858E0,9.827442403E0
2.297774667E0,-1.820514221E0,7.934999084E-1,9.683812408E0,9.885349609E0
2.307722667E0,-1.910626831E0,6.267466736E-1,9.807006226E0,1.001102779E1
2.317669667E0,-1.948797455E0,3.248245239E-1,9.980345764E0,1.017401711E1
2.327617667E0,-1.954335938E0,-3.847000122E-2,1.028526169E1,1.046936086E1
2.337565667E0,-1.904639282E0,-4.583468628E-1,1.062864761E1,1.080767703E1
2.347512667E0,-1.888921967E0,-8.958869934E-1,1.081830322E1,1.101845381E1
2.357460667E0,-1.888323212E0,-1.287772064E0,1.083102676E1,1.106956468E1
2.367408667E0,-1.888323212E0,-1.544488220E0,1.064167053E1,1.091770856E1
2.377356667E0,-1.898651733E0,-1.629212036E0,1.022538620E1,1.052700020E1
2.387303667E0,-1.914668427E0,-1.588047638E0,9.585616608E0,9.903125579E0
2.397251667E0,-1.952988739E0,-1.437760162E0,8.890761566E0,9.215582484E0
2.407199667E0,-2.066153412E0,-1.251846771E0,8.263266449E0,8.609162716E0
2.417146667E0,-2.167193298E0,-1.119971008E0,7.717351685E0,8.093737015E0
2.427094667E0,-2.238295441E0,-1.024619293E0,7.216642914E0,7.624942368E0
2.437042667E0,-2.262694702E0,-9.114546204E-1,6.836732941E0,7.258887941E0
2.446990667E0,-2.320324860E0,-7.756869507E-1,6.667734375E0,7.102413632E0
2.456937667E0,-2.435285797E0,-5.920188904E-1,6.738237762E0,7.189224675E0
2.466885667E0,-2.523302765E0,-3.610491943E-1,7.020101624E0,7.468550071E0
2.476833667E0,-2.419568481E0,6.152206421E-2,7.460036774E0,7.842846758E0
2.486780667E0,-2.244881744E0,1.197509766E-3,7.999664612E0,8.308677956E0
2.496728667E0,-2.108814697E0,-1.477427673E-1,8.621621246E0,8.877008520E0
2.506676667E0,-2.045945435E0,-1.435514832E-1,9.226812744E0,9.452014239E0
2.516624917E0,-1.995500336E0,-9.984237671E-2,9.752519531E0,9.955080477E0
2.526571917E0,-1.970202942E0,-5.538482666E-3,1.006671616E1,1.025770464E1
