"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.877545958E0,1.312919769E0,1.115330658E1,2.607128448E0,1.152896894E1
1.887492958E0,2.454445953E0,1.382480118E1,2.070494385E0,1.419282845E1
1.897440958E0,3.247646484E0,1.717573288E1,9.916877747E-1,1.750818244E1
1.907387958E0,2.512824554E0,2.111988098E1,3.457809448E-2,2.126887058E1
1.917334958E0,-6.134243774E-1,2.521461594E1,-7.138655090E-1,2.523217688E1
1.927282958E0,-4.264481964E0,2.944975891E1,-1.125659180E0,2.977820033E1
1.937229958E0,-5.752986603E0,3.385434952E1,-4.656816101E-1,3.434284053E1
1.947176958E0,-5.469476166E0,3.708627869E1,1.648821259E0,3.752367050E1
1.957124958E0,-3.560196533E0,3.916231155E1,4.214635620E0,3.954901767E1
1.967071958E0,-1.482816467E0,4.085663818E1,7.669750671E0,4.159673910E1
1.977018958E0,-1.266067200E0,4.209546204E1,1.163260986E1,4.369151476E1
1.986966958E0,-2.868185577E0,4.221805710E1,1.402014496E1,4.457752010E1
1.996913958E0,-4.815037079E0,4.073254623E1,1.407807449E1,4.336492922E1
2.006860958E0,-6.026617584E0,3.797528000E1,1.201656143E1,4.028448534E1
2.016808958E0,-5.493725739E0,3.419534042E1,8.581205292E0,3.568107921E1
2.026755958E0,-3.895050201E0,2.966950195E1,5.043761444E0,3.034617425E1
2.036702958E0,-2.418071594E0,2.470672211E1,2.409988403E0,2.494147613E1
2.046650958E0,-1.090482330E0,1.961386276E1,7.773335266E-1,1.965952725E1
2.056597958E0,8.083190918E-3,1.453327789E1,-2.182461548E-1,1.453491875E1
2.066544958E0,8.659492493E-1,9.833501129E0,-4.781057739E-1,9.883126919E0
2.076492958E0,1.352587280E0,5.675597534E0,-2.589614868E-1,5.840287730E0
2.086439958E0,1.413809967E0,2.079625397E0,2.890489197E-1,2.531254569E0
2.096386958E0,1.298998718E0,-8.402027893E-1,6.364764404E-1,1.672854045E0
2.106334958E0,9.630972290E-1,-3.307971039E0,6.427633667E-1,3.504764387E0
2.116281958E0,6.509962463E-1,-5.413642273E0,4.978646851E-1,5.475325380E0
2.126228958E0,1.284329224E-1,-6.849755859E0,1.842668152E-1,6.853437430E0
2.136176958E0,-9.804611206E-2,-7.678133240E0,-1.953437805E-1,7.681243537E0
2.146123958E0,4.261637878E-1,-8.030500488E0,-4.294569397E-1,8.053259398E0
2.156070958E0,1.322649536E0,-8.082143097E0,-5.725593567E-1,8.209644514E0
2.166018958E0,2.068099365E0,-7.910599823E0,-6.146218872E-1,8.199535634E0
2.175965958E0,2.581980743E0,-7.379354553E0,-6.379733276E-1,7.844010973E0
2.185912958E0,2.750081177E0,-6.743177490E0,-7.797285461E-1,7.324026608E0
2.195860958E0,2.489323425E0,-6.107748871E0,-8.927435303E-1,6.655698190E0
2.205807958E0,2.044298859E0,-5.438789978E0,-1.088686066E0,5.911415363E0
2.215754958E0,1.350341949E0,-4.916526031E0,-1.358874207E0,5.276569976E0
2.225702958E0,8.258326721E-1,-4.334536285E0,-1.361119537E0,4.617667247E0
2.235649958E0,6.915618896E-1,-3.627855835E0,-1.425635376E0,3.958791739E0
2.245596958E0,7.421566772E-1,-2.975362701E0,-1.340163116E0,3.346582872E0
2.255544958E0,7.717950439E-1,-2.428100739E0,-1.130000153E0,2.787156460E0
2.265491958E0,7.023394775E-1,-1.885928192E0,-8.408015442E-1,2.181044045E0
2.275438958E0,6.352789307E-1,-1.412313080E0,-5.007087708E-1,1.627549332E0
2.285386958E0,5.965095520E-1,-1.072519684E0,-2.631527710E-1,1.255138040E0
2.295333958E0,6.352789307E-1,-8.601113892E-1,-2.447410583E-1,1.096936237E0
2.305280958E0,7.803273010E-1,-5.409750366E-1,-1.448986816E-1,9.605000338E-1
2.315228958E0,6.801855469E-1,-9.789642334E-2,1.586700439E-2,6.873775162E-1
2.325175958E0,5.845344543E-1,4.755610657E-1,1.133143616E-1,7.620229656E-1
2.335122958E0,1.332229614E-2,1.011446686E0,6.436614990E-2,1.013580230E0
2.345070958E0,-1.071621552E0,1.580712891E0,-8.966354370E-2,1.911822571E0
2.355017958E0,-2.261347504E0,2.221380615E0,-3.109034729E-1,3.185103662E0
2.364964958E0,-3.280578003E0,2.859653320E0,-7.997868347E-1,4.424869278E0
2.374912958E0,-3.584895172E0,3.814966736E0,-1.644031219E0,5.487101534E0
2.384859958E0,-3.322939911E0,5.284460907E0,-3.110980682E0,6.974643900E0
2.394806958E0,-2.514770508E0,7.058571625E0,-5.412893829E0,9.243750521E0
2.404754958E0,-1.256636810E0,8.929081879E0,-8.099656677E0,1.212072925E1
2.414701958E0,6.840774536E-2,9.902657318E0,-8.488098907E0,1.304281889E1
2.424648958E0,3.205883331E0,1.094778397E1,-3.855532379E0,1.204146136E1
2.434596958E0,8.072712708E0,1.325194244E1,4.090094604E0,1.604716619E1
2.444543958E0,1.238464600E1,1.716375778E1,1.277189072E1,2.472034041E1
2.454490958E0,1.217238739E1,2.185365509E1,2.111269592E1,3.273370105E1
2.464438958E0,6.149362335E0,2.570709183E1,2.655447968E1,3.746744745E1
2.474385958E0,-6.640191650E-1,3.027184937E1,2.812112183E1,4.132339868E1
2.484332958E0,-4.923262024E0,3.464665192E1,2.673859680E1,4.404068070E1
2.494280958E0,-6.432573395E0,3.733072037E1,2.221290802E1,4.391325502E1
2.504227958E0,-7.697443085E0,3.949686584E1,1.761207550E1,4.392537131E1
2.514174958E0,-9.651030579E0,4.092145340E1,1.486064713E1,4.459312248E1
2.524122958E0,-1.178634018E1,4.063105728E1,1.285586609E1,4.421621788E1
2.534069958E0,-1.223974731E1,3.831432495E1,1.028391449E1,4.151575373E1
2.544016958E0,-1.018856277E1,3.441119156E1,7.383994904E0,3.663960012E1
2.553964958E0,-6.021079102E0,2.986694138E1,4.368365936E0,3.077937949E1
2.563911958E0,-1.373094635E0,2.541445038E1,1.517095184E0,2.549669105E1
2.573858958E0,1.731599121E0,2.100462067E1,-4.068539429E-1,2.107980206E1
2.583806958E0,3.142864380E0,1.667457504E1,-1.411414948E0,1.702677719E1
2.593753958E0,3.549418945E0,1.274749146E1,-1.677711182E0,1.333835177E1
2.603700958E0,3.488196259E0,9.450896759E0,-1.703307953E0,1.021705538E1
2.613648958E0,3.381767578E0,6.509962463E0,-1.885030060E0,7.574252541E0
2.623595958E0,3.147355042E0,3.883224792E0,-1.944456482E0,5.363412119E0
2.633542958E0,2.300565948E0,1.819316711E0,-1.933080139E0,3.512736228E0
2.643490958E0,8.743318176E-1,-8.532257080E-3,-1.763632507E0,1.968483819E0
2.653437958E0,-1.167572021E-1,-1.485211487E0,-1.459015961E0,2.085236912E0
2.663384958E0,-1.788780212E-1,-2.769391022E0,-8.903485107E-1,2.914488711E0
2.673332958E0,3.038681030E-1,-3.908222809E0,-3.721261597E-1,3.937641328E0
2.683279958E0,9.288185120E-1,-4.671335907E0,-3.906875610E-2,4.762941250E0
2.693226958E0,1.336420898E0,-5.274880829E0,2.160008240E-1,5.445828214E0
2.703174958E0,1.684896240E0,-5.778134308E0,1.924996948E-1,6.021857484E0
2.713121958E0,2.340083771E0,-6.046077118E0,1.008901978E-1,6.483920064E0
2.723068958E0,3.068768463E0,-6.131848755E0,8.921447754E-2,6.857468065E0
2.733016958E0,3.529660034E0,-6.045029297E0,-5.388793945E-2,7.000270214E0
2.742963958E0,3.463198242E0,-5.896089020E0,-1.760339355E-1,6.840218983E0
2.752910958E0,3.139870605E0,-5.576952667E0,-3.671864319E-1,6.410617314E0
2.762858333E0,2.698438568E0,-5.178481293E0,-5.360353088E-1,5.863921304E0
2.772805333E0,2.322270813E0,-4.733905792E0,-7.542814636E-1,5.326513522E0
2.782752333E0,2.228116608E0,-4.299209747E0,-9.321116638E-1,4.931180409E0
2.792700333E0,2.255809021E0,-3.869154053E0,-9.672885132E-1,4.581994597E0
2.802647333E0,2.218835907E0,-3.365900574E0,-9.268725586E-1,4.136618449E0
2.812594333E0,2.075434113E0,-2.879711609E0,-9.231303406E-1,3.667742539E0
2.822542333E0,1.566043396E0,-2.468816071E0,-9.096583557E-1,3.061865940E0
2.832489333E0,7.906558228E-1,-2.177222443E0,-8.652008057E-1,2.472651740E0
2.842436333E0,-8.711883545E-2,-2.048340454E0,-8.635542297E-1,2.224637996E0
